question,option_1,option_2,option_3,option_4,source,answer,type,num_voters
Qay biri to‘g‘ri?,Dehqon xoʻjaligi,Dehqon hoʻjaligi,Dehqon xujaligi,Dehqon hujaligi,https://t.me/oriftolib/2559,1,correct_word,"[2689, 253]"
Qay biri to‘g‘ri?,Dermatin,Dermantin,Dermadin,Dermandin,https://t.me/xatoliklar/1313,1,correct_word,"[3468, 9157]"
Qay biri to‘g‘ri?,Devor,Devol,Divor,Divol,https://t.me/xatoliklar/1598,1,correct_word,"[10320, 321]"
Qay biri to‘g‘ri?,Din ruknlari,Din rukunlari,Din rukinlari,Din rukenlari,https://t.me/xatoliklar/1290,1,correct_word,"[9915, 3680]"
Qay biri to‘g‘ri?,Distirlangan suv,Distillangan suv,Distirlankan suv,Distillankan suv,https://t.me/oriftolib/1799,2,correct_word,"[873, 801]"
Qay biri to‘g‘ri?,Djordj,Jorj,Djorj,Jordj,https://t.me/xatoliklar/1651,2,correct_word,"[2553, 7609]"
Qay biri to‘g‘ri?,Dollar,Dollor,Dollir,Dolor,https://t.me/xatoliklar/976,1,correct_word,"[15728, 5214]"
Qay biri to‘g‘ri?,Dom-daraksiz,Don-daraksiz,Dom daraksiz,Don daraksiz,https://t.me/xatoliklar/1527,1,correct_word,"[8117, 3236]"
Qay biri to‘g‘ri?,dorilamon,dorilomon,dorilaman,doriloman,https://t.me/tahrir_uz/236,1,correct_word,"[573, 1124]"
Qay biri to‘g‘ri?,Dorilamon kunlar,Dorilomon kunlar,Dorilaman kunlar,Doriloman kunlar,https://t.me/oriftolib/3956,1,correct_word,"[481, 1360]"
Qay biri to‘g‘ri?,Dovrug‘,Dovruq,Dovrig‘,Dovriq,https://t.me/xatoliklar/2237,2,correct_word,"[5401, 1768]"
Qay biri to‘g‘ri?,Doyim,Doim,Douim,Doem,https://t.me/xatoliklar/1012,2,correct_word,"[1532, 20591]"
Qay biri to‘g‘ri?,Drama teatri,Dramma teatri,Dirama teatri,Diramma teatri,https://t.me/xatoliklar/1592,1,correct_word,"[7075, 3295]"
Qay biri to‘g‘ri?,Dukakli ekinlar,Dukkakli ekinlar,Dukakliy ekinlar,Dukkakliy ekinlar,https://t.me/oriftolib/1244,2,correct_word,"[136, 717]"
Qay biri to‘g‘ri?,Dunyoqarash,Dunyo qarash,Dunyo-qarash,Duniyo qarash,https://t.me/xatoliklar/1133,1,correct_word,"[12586, 3979]"
Qay biri to‘g‘ri?,Duplikat,Dublikat,Duplekat,Dublekat,https://t.me/oriftolib/3301,2,correct_word,"[381, 2483]"
Qay biri to‘g‘ri?,Durrang,Durang,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/679,2,correct_word,"[11630, 7866]"
Qay biri to‘g‘ri?,"E, kelsinlar-kelsinlar. Toʻrga oʻting.","E, kelsinlar, kelsinlar. Toʻrga oʻting.","E, kelsinlar kelsinlar. Toʻrga oʻting.",E kelsinlar kelsinlar. Toʻrga oʻting.,https://t.me/oriftolib/3542,2,correct_word,"[837, 1454]"
Qay biri to‘g‘ri?,Egin-bosh,Egni-bosh,Eginbosh,Egnibosh,https://t.me/oriftolib/1451,1,correct_word,"[242, 707]"
Qay biri to‘g‘ri?,Energiya manbaalari,Energiya manbalari,Energia manbaalari,Energia manbalari,https://t.me/xatoliklar/1963,2,correct_word,"[3100, 4978]"
Qay biri to‘g‘ri?,Ertalabki,Ertalabgi,Ertalapki,Ertalapgi,https://t.me/xatoliklar/2472,1,correct_word,"[3133, 923]"
Qay biri to‘g‘ri?,Esdalik,Estalik,Esdali,Estali,https://t.me/xatoliklar/626,1,correct_word,"[9803, 7826]"
Qay biri to‘g‘ri?,Eshik taqataq yopiq.,Eshik taqa-taq yopiq.,Eshik ta-qataq yopiq.,Eshik ta-qa taq yopiq.,https://t.me/oriftolib/3770,2,correct_word,"[1267, 1723]"
Qay biri to‘g‘ri?,Estoniya Ukrainada urush boshlangach Markaziy Osiyoga eksportni keskin oshirdi,"Ukrainada urush boshlangach, Estoniya Markaziy Osiyoga eksportni keskin oshirdi.",Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/tahrir_uz/373,2,correct_word,"[144, 862]"
Qay biri to‘g‘ri?,Expert kompaniyasi,«Expert» kompaniyasi,Expert kompaniasi,«Expert» kompaniasi,https://t.me/xatoliklar/991,1,correct_word,"[4361, 15877]"
Qay biri to‘g‘ri?,Fahim-farosat,Fahm-farosat,Faxim-farosat,Faxm-farosat,https://t.me/xatoliklar/1737,2,correct_word,"[859, 8824]"
Qay biri to‘g‘ri?,Falakiyot,Falakkiyot,Falakyot,Falakkyot,https://t.me/oriftolib/1843,1,correct_word,"[2045, 1154]"
Qay biri to‘g‘ri?,Faravon,Farovon,Paravon,Parovon,https://t.me/xatoliklar/1300,2,correct_word,"[2405, 11478]"
Qay biri to‘g‘ri?,"Farruh, Gulruh","Farrux, Gulrux","Farruh, Gulrux","Farrux, Gulruh",https://t.me/oriftolib/3912,2,correct_word,"[874, 1238]"
Qay biri to‘g‘ri?,Fasllar kelinchagi,Fasillar kelinchagi,Fasllar kelinchaki,Fasillar kelinchaki,https://t.me/xatoliklar/1609,1,correct_word,"[9068, 1132]"
Qay biri to‘g‘ri?,Favqulotda,Favqulodda,Favqulotta,Favqulodta,https://t.me/xatoliklar/228,2,correct_word,"[5048, 3492]"
Qay biri to‘g‘ri?,fidoyi,fidoiy,fedoyi,fedoiy,https://t.me/tahrir_uz/239,1,correct_word,"[669, 930]"
Qay biri to‘g‘ri?,Fidoyi inson,Fidoiy inson,Fedoyi inson,Fedoiy inson,https://t.me/xatoliklar/813,1,correct_word,"[8081, 12268]"
Qay biri to‘g‘ri?,Fikr yurutmoq,Fikr yuritmoq,Fikir yurutmoq,Fikir yuritmoq,https://t.me/xatoliklar/805,2,correct_word,"[4260, 15268]"
Qay biri to‘g‘ri?,Filial,Fillial,Filyal,Filiyal,https://t.me/xatoliklar/1358,1,correct_word,"[10119, 1419]"
Qay biri to‘g‘ri?,Firibgar,Fribgar,Frbgar,Firbgar,https://t.me/xatoliklar/674,1,correct_word,"[13845, 5218]"
Qay biri to‘g‘ri?,Fitness,Fitnes,Fitniss,Fitnis,https://t.me/xatoliklar/1650,2,correct_word,"[4015, 6002]"
Qay biri to‘g‘ri?,Fojia,Fojea,Fojiya,Fojeya,https://t.me/oriftolib/3329,1,correct_word,"[1082, 827]"
Qay biri to‘g‘ri?,Foyiz,Foiz,Poyiz,Poiz,https://t.me/xatoliklar/946,2,correct_word,"[1537, 19237]"
Qay biri to‘g‘ri?,Fundomental bilimlar,Fundamental bilimlar,Fundomintal bilimlar,Fundamintal bilimlar,https://t.me/oriftolib/1692,2,correct_word,"[292, 1049]"
Qay biri to‘g‘ri?,Fuqaro,Fuqoro,Fuqara,Fuqora,https://t.me/xatoliklar/918,1,correct_word,"[15807, 2453]"
Qay biri to‘g‘ri?,Futbol,Fudbol,Fetbol,Fedbol,https://t.me/xatoliklar/2378,1,correct_word,"[5667, 548]"
Qay biri to‘g‘ri?,Futbolka,Fudbolka,Fetbolka,Fedbolka,https://t.me/xatoliklar/2379,1,correct_word,"[4738, 1676]"
Qay biri to‘g‘ri?,G‘adir-budir,G‘adir-budur,Gadir-budir,Gadir-budur,https://t.me/xatoliklar/2125,2,correct_word,"[3816, 3194]"
Qay biri to‘g‘ri?,Gadjet,Gajet,Gadget,Gaget,https://t.me/xatoliklar/2467,1,correct_word,"[3435, 535]"
Qay biri to‘g‘ri?,Gapimni tushunmadi-yov,Gapimni tushunmadiyov,Gapimni tushunma-diyov,Gapimni tushun-madiyov,https://t.me/oriftolib/1907,2,correct_word,"[797, 1118]"
Qay biri to‘g‘ri?,Gapning po‘skallasi,Gapning po‘stkallasi,Gapni po‘skallasi,Gapni po‘stkallasi,https://t.me/xatoliklar/1019,1,correct_word,"[4227, 16638]"
Qay biri to‘g‘ri?,Garimdori,Garmdori,Garimidori,Garmidori,https://t.me/xatoliklar/1791,2,correct_word,"[3200, 6082]"
Qay biri to‘g‘ri?,Gʻoʻddaymoq,Gʻoʻdaymoq,Goʻddaymoq,Goʻdaymoq,https://t.me/oriftolib/1543,2,correct_word,"[746, 499]"
Qay biri to‘g‘ri?,Go‘michcha,Govmijja,Go‘micha,Govmija,https://t.me/xatoliklar/1425,2,correct_word,"[2820, 7344]"
Qay biri to‘g‘ri?,Gornizon,Garnizon,Gornezon,Garnezon,https://t.me/oriftolib/3314,2,correct_word,"[960, 840]"
Qay biri to‘g‘ri?,Grantda oʻqiyapti,Grandda oʻqiyapti,Grantta oʻqiyapti,Grandta oʻqiyapti,https://t.me/oriftolib/1808,1,correct_word,"[1277, 498]"
Qay biri to‘g‘ri?,Gul bargidagi xonqiz,Gul bargidagi xonqizi,Gul barkidagi xonqiz,Gul barkidagi xonqizi,https://t.me/oriftolib/2050,2,correct_word,"[427, 1326]"
Qay biri to‘g‘ri?,Gulchehra,Gulchexra,Gulchihra,Gulchixra,https://t.me/xatoliklar/211,1,correct_word,"[6255, 1778]"
Qay biri to‘g‘ri?,Gulruh,Gulrux,Gulrih,Gulrix,https://t.me/oriftolib/1136,2,correct_word,"[339, 303]"
Qay biri to‘g‘ri?,Gumbirlamoq,Gumburlamoq,Gumbirlomoq,Gumburlomoq,https://t.me/oriftolib/1413,2,correct_word,"[283, 717]"
Qay biri to‘g‘ri?,Gunbaz,Gumbaz,Gunbas,Gumbas,https://t.me/xatoliklar/1128,2,correct_word,"[861, 16537]"
Qay biri to‘g‘ri?,Gurgut,Gugurt,Gurgud,Gugurd,https://t.me/xatoliklar/1505,2,correct_word,"[997, 10860]"
Qay biri to‘g‘ri?,Guvullamoq,Guvillamoq,Govullamoq,Govillamoq,https://t.me/oriftolib/1309,1,correct_word,"[537, 499]"
Qay biri to‘g‘ri?,Hadya,Hadiya,Hadia,Hadiah,https://t.me/xatoliklar/1625,1,correct_word,"[8190, 2203]"
Qay biri to‘g‘ri?,Hajim,Hajm,Xajim,Xajm,https://t.me/xatoliklar/810,2,correct_word,"[1733, 17372]"
Qay biri to‘g‘ri?,Hal qilmoq,Xal qilmoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1117,1,correct_word,"[13366, 3335]"
Qay biri to‘g‘ri?,Halovat,Xalovat,Holovat,Xolovat,https://t.me/xatoliklar/2014,1,correct_word,"[5285, 1810]"
Qay biri to‘g‘ri?,Halqum,Xalqum,Haliqum,Xaliqum,https://t.me/oriftolib/1909,1,correct_word,"[1510, 750]"
Qay biri to‘g‘ri?,Hamma yoq,Hammayoq,Hamma-yoq,Hamayoq,https://t.me/oriftolib/2167,1,correct_word,"[1014, 965]"
Qay biri to‘g‘ri?,Hammabop,Hammabob,Hamma-bop,Hamma-bob,https://t.me/xatoliklar/2189,1,correct_word,"[4885, 1453]"
Qay biri to‘g‘ri?,Hammayoqda shu gap,Hamma yoqda shu gap,Hamma-yoqda shu gap,Hammayoq-da shu gap,https://t.me/oriftolib/1988,2,correct_word,"[1098, 1203]"
Qay biri to‘g‘ri?,Hanjar,Xanjar,Hanchar,Xanchar,https://t.me/oriftolib/4043,2,correct_word,"[402, 1522]"
Qay biri to‘g‘ri?,"Haqiqatan, bu fikringizda jon bor.","Haqiqatdan, bu fikringizda jon bor.","Haqiqadan, bu fikringizda jon bor.","Haqiqaddan, bu fikringizda jon bor.",https://t.me/oriftolib/3547,1,correct_word,"[1120, 1328]"
Qay biri to‘g‘ri?,Haqiqiy,Haqiyqiy,Xaqiqiy,Xaqiyqiy,https://t.me/xatoliklar/1982,1,correct_word,"[7097, 606]"
Qay biri to‘g‘ri?,Har qalay,Harqalay,Har-qalay,Harqa-lay,https://t.me/oriftolib/1839,2,correct_word,"[1554, 736]"
Qay biri to‘g‘ri?,Harajat,Xarajat,Harajad,Xarajad,https://t.me/xatoliklar/1801,2,correct_word,"[3932, 5359]"
Qay biri to‘g‘ri?,Harid,Xarid,Harit,Xarit,https://t.me/xatoliklar/1549,2,correct_word,"[3314, 6582]"
Qay biri to‘g‘ri?,Hasan,Xasan,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1501,1,correct_word,"[8352, 3664]"
Qay biri to‘g‘ri?,Hasharot,Hashorat,Hasharod,Hashorad,https://t.me/xatoliklar/1808,1,correct_word,"[4281, 4838]"
Qay biri to‘g‘ri?,Hassa,Xassa,Hasa,Xasa,https://t.me/oriftolib/2110,1,correct_word,"[1224, 522]"
Qay biri to‘g‘ri?,Hast imom majmuasi,Hastimom majmuasi,Hast-imom majmuasi,Hasti-mom majmuasi,https://t.me/xatoliklar/1355,2,correct_word,"[4622, 6356]"
Qay biri to‘g‘ri?,Havaskor,Havoskor,Havazkor,Havozkor,https://t.me/xatoliklar/790,1,correct_word,"[18422, 1611]"
Qay biri to‘g‘ri?,Havo sovub ketdi,Havo sovib ketdi,Havo sovub ketti,Havo sovib ketti,https://t.me/oriftolib/992,2,correct_word,"[160, 452]"
Qay biri to‘g‘ri?,Hayf,Xayf,Hayif,Xayif,https://t.me/oriftolib/1827,1,correct_word,"[1215, 795]"
Qay biri to‘g‘ri?,Hayfsan,Xayfsan,Hayifsan,Xayifsan,https://t.me/xatoliklar/856,1,correct_word,"[12523, 8755]"
Qay biri to‘g‘ri?,Hayhaylamoq,Hay-haylamoq,Hay haylamoq,Hay-hay lamoq,https://t.me/oriftolib/2022,1,correct_word,"[808, 777]"
Qay biri to‘g‘ri?,Hayit,Hait,Hayid,Haid,https://t.me/xatoliklar/1657,1,correct_word,"[8788, 610]"
Qay biri to‘g‘ri?,Hayol,Xayol,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/558,2,correct_word,"[8817, 6664]"
Qay biri to‘g‘ri?,Hayriya,Xayriya,Hayriyah,Xayriyah,https://t.me/xatoliklar/1157,2,correct_word,"[6870, 7962]"
Qay biri to‘g‘ri?,Hazir boʻling!,Xazir boʻling!,Hasir boʻling!,Xasir boʻling!,https://t.me/oriftolib/2173,1,correct_word,"[1202, 678]"
Qay biri to‘g‘ri?,Hazlakam,Hazilakam,Haz lakam,Ha zilakam,https://t.me/oriftolib/1899,2,correct_word,"[390, 1968]"
Qay biri to‘g‘ri?,Hechqisi yo‘q,Hech qisi yo‘q,Hech-qisi yo‘q,Hechqi si yo‘q,https://t.me/xatoliklar/1508,1,correct_word,"[9258, 2095]"
Qay biri to‘g‘ri?,Hid,Xid,Hit,Xit,https://t.me/xatoliklar/672,1,correct_word,"[15989, 3828]"
Qay biri to‘g‘ri?,Hijolat,Xijolat,Hijolad,Xijolad,https://t.me/xatoliklar/2001,2,correct_word,"[4512, 3301]"
Qay biri to‘g‘ri?,Hilxona,Xilxona,Hilhona,Xilhona,https://t.me/oriftolib/1364,2,correct_word,"[472, 476]"
Qay biri to‘g‘ri?,Hint kinolari,Hind kinolari,Hint kinalari,Hind kinalari,https://t.me/xatoliklar/2106,2,correct_word,"[224, 6625]"
Qay biri to‘g‘ri?,Hiqichoq,Xiqichoq,Hiqchoq,Xiqchoq,https://t.me/oriftolib/996,1,correct_word,"[408, 168]"
Qay biri to‘g‘ri?,Hirgoyi,Xirgoyi,Hirgoya,Xirgoya,https://t.me/oriftolib/1385,2,correct_word,"[606, 643]"
Qay biri to‘g‘ri?,Hiyobon,Xiyobon,Hiobon,Xiobon,https://t.me/xatoliklar/168,2,correct_word,"[2391, 4016]"
Qay biri to‘g‘ri?,Hodim,Xodim,Hotim,Xotim,https://t.me/xatoliklar/749,2,correct_word,"[7531, 15273]"
Qay biri to‘g‘ri?,Hoʻp boʻladi,Xoʻp boʻladi,Hop boʻladi,Xop boʻladi,https://t.me/oriftolib/1362,2,correct_word,"[331, 737]"
Qay biri to‘g‘ri?,Holis yordam,Xolis yordam,Holiz yordam,Xoliz yordam,https://t.me/oriftolib/3285,2,correct_word,"[1176, 1959]"
Qay biri to‘g‘ri?,Hommom,Hammom,Homom,Hamom,https://t.me/xatoliklar/1867,2,correct_word,"[827, 8604]"
Qay biri to‘g‘ri?,Hordiq olyapman,Hordiq chiqaryapman,Xordiq olyapman,Xordiq chiqaryapman,https://t.me/xatoliklar/1752,2,correct_word,"[2497, 6308]"
Qay biri to‘g‘ri?,Hotirjam,Xotirjam,Hotirijam,Xotirijam,https://t.me/xatoliklar/2028,2,correct_word,"[2293, 4662]"
Qay biri to‘g‘ri?,Hujjat,Xujjat,Hujat,Xujat,https://t.me/oriftolib/931,1,correct_word,"[494, 109]"
Qay biri to‘g‘ri?,Hukum,Hukm,Hukim,Hukem,https://t.me/xatoliklar/959,2,correct_word,"[3942, 17534]"
Qay biri to‘g‘ri?,Huquq,Xuquq,Hukuk,Xukuk,https://t.me/xatoliklar/1245,1,correct_word,"[11207, 1933]"
Qay biri to‘g‘ri?,Hurmatli toshkentliklar!,Hurmatli Toshkentliklar!,Hurmatli tashkentliklar!,Hurmatli Tashkentliklar!,https://t.me/tahrir_uz/382,1,correct_word,"[581, 528]"
Qay biri to‘g‘ri?,Hushyor,Xushyor,Hushiyor,Xushiyor,https://t.me/xatoliklar/1192,1,correct_word,"[8298, 7222]"
Qay biri to‘g‘ri?,Ichimlik suv,Ichimlik suvi,Ichimli suv,Ichimli suvi,https://t.me/oriftolib/1367,1,correct_word,"[240, 769]"
Qay biri to‘g‘ri?,Ichki a’zolar,Ichgi a’zolar,Ichki azolar,Ichgi azolar,https://t.me/xatoliklar/1539,1,correct_word,"[9246, 475]"
Qay biri to‘g‘ri?,Ihlosmand,Ixlosmand,Ihlosmant,Ixlosmant,https://t.me/xatoliklar/1711,2,correct_word,"[2429, 7102]"
Qay biri to‘g‘ri?,Ikkinchi Toshkent xalqaro investitsiya forumi,Toshkent xalqaro ikkinchi investitsiya forumi,Ikkinchi Toshkent Xalqaro Investitsiya forumi,Toshkent Xalqaro Ikkinchi Investitsiya forumi,https://t.me/tahrir_uz/411,2,correct_word,"[128, 367]"
Qay biri to‘g‘ri?,Ilojisi bor,Iloji bor,Ilojiga bor,Ilojili bor,https://t.me/xatoliklar/55,2,correct_word,"[722, 3241]"
Qay biri to‘g‘ri?,Ilxom,Ilhom,Ilixom,Ilihom,https://t.me/xatoliklar/2023,2,correct_word,"[1113, 5874]"
Qay biri to‘g‘ri?,Imij,Imidj,Imaj,Imadj,https://t.me/oriftolib/1869,1,correct_word,"[815, 1177]"
Qay biri to‘g‘ri?,Imom Moturudiy,Imom Moturidiy,Imom Motrudiy,Imom Motridiy,https://t.me/xatoliklar/1450,2,correct_word,"[7880, 4413]"
Qay biri to‘g‘ri?,Inshoat,Inshoot,Inshaat,Inshaot,https://t.me/xatoliklar/1931,2,correct_word,"[3327, 5299]"
Qay biri to‘g‘ri?,Intelektual,Intellektual,Intelekchual,Intellekchual,https://t.me/xatoliklar/1973,2,correct_word,"[2824, 4469]"
Qay biri to‘g‘ri?,Interyer,Interer,Intiryer,Intirer,https://t.me/xatoliklar/1948,1,correct_word,"[7421, 1285]"
Qay biri to‘g‘ri?,Iqtisodiy koʻrsatgichlar,Iqtisodiy koʻrsatkichlar,Iqtisodi koʻrsatgichlar,Iqtisodi koʻrsatkichlar,https://t.me/oriftolib/3309,2,correct_word,"[692, 1651]"
Qay biri to‘g‘ri?,Ish haqqi,Ish haqi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1073,2,correct_word,"[5332, 12469]"
Qay biri to‘g‘ri?,Ishga tushirdi,Ishga tushurdi,Ishka tushirdi,Ishka tushurdi,https://t.me/xatoliklar/2442,1,correct_word,"[3509, 774]"
Qay biri to‘g‘ri?,"Ishqilib, xato boʻlmasin-da","Ish qilib, xato boʻlmasin-da","Ishqilib, xato boʻlmasinda","Ish qilib, xato boʻlmasinda",https://t.me/oriftolib/1865,1,correct_word,"[1799, 410]"
Qay biri to‘g‘ri?,Ishqivoz,Ishqiboz,Ishqivos,Ishqibos,https://t.me/oriftolib/2106,2,correct_word,"[253, 1350]"
Qay biri to‘g‘ri?,Isming nima?,Isming kim?,Ismiz nima?,Ismiz kim?,https://t.me/xatoliklar/1640,1,correct_word,"[7358, 3680]"
Qay biri to‘g‘ri?,Istambul,Istanbul,Istombul,Istonbul,https://t.me/xatoliklar/1352,2,correct_word,"[4923, 8385]"
Qay biri to‘g‘ri?,Iste’molga yaroqsiz go‘sht mahsuloti muomalaga kiritilishining oldi olindi,Yeyishga yaroqsiz go‘sht mahsuloti iste’molga kiritilishining oldi olindi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/tahrir_uz/375,2,correct_word,"[644, 449]"
Qay biri to‘g‘ri?,Istehola,Istihola,Isthola,Istahola,https://t.me/xatoliklar/1079,2,correct_word,"[5211, 12703]"
Qay biri to‘g‘ri?,Istiqomad,Istiqomat,Isdiqomad,Isdiqomat,https://t.me/xatoliklar/1961,2,correct_word,"[2045, 6270]"
Qay biri to‘g‘ri?,Istiroxat,Istirohat,Istiroxad,Istirohad,https://t.me/xatoliklar/183,2,correct_word,"[1731, 6582]"
Qay biri to‘g‘ri?,Iztirob,Istirob,Iztirop,Istirop,https://t.me/xatoliklar/1211,1,correct_word,"[11536, 2727]"
Qay biri to‘g‘ri?,Jabirdiyda,Jabrdiyda,Jabirdida,Jabrdida,https://t.me/xatoliklar/2047,2,correct_word,"[1173, 6400]"
Qay biri to‘g‘ri?,Jahldor,Jahildor,Jaxldor,Jaxildor,https://t.me/xatoliklar/707,1,correct_word,"[19289, 3954]"
Qay biri to‘g‘ri?,Jami,Jaʼmi,Jamiy,Jaʼmiy,https://t.me/oriftolib/1971,1,correct_word,"[1812, 265]"
Qay biri to‘g‘ri?,Jamuljam,Jamul-jam,Ja-muljam,Jamul jam,https://t.me/oriftolib/1983,1,correct_word,"[1631, 498]"
Qay biri to‘g‘ri?,Janaza,Janoza,Jonaza,Jonoza,https://t.me/xatoliklar/2121,2,correct_word,"[890, 5724]"
Qay biri to‘g‘ri?,Jangovor,Jangovar,Jangavor,Jangavar,https://t.me/xatoliklar/606,2,correct_word,"[10050, 7422]"
Qay biri to‘g‘ri?,Jarrox,Jarroh,Jarox,Jaroh,https://t.me/xatoliklar/666,2,correct_word,"[5912, 14395]"
Qay biri to‘g‘ri?,Javob naʼmunasi,Javob namunasi,Jovob naʼmunasi,Jovob namunasi,https://t.me/oriftolib/3977,2,correct_word,"[448, 1456]"
Qay biri to‘g‘ri?,Javohir,Jovohir,Javoxir,Jovoxir,https://t.me/xatoliklar/1338,1,correct_word,"[11580, 897]"
Qay biri to‘g‘ri?,Javon,Jovon,Javan,Jovan,https://t.me/oriftolib/1471,1,correct_word,"[780, 225]"
Qay biri to‘g‘ri?,Jaxongir,Jahongir,Jaxangir,Jahangir,https://t.me/xatoliklar/254,2,correct_word,"[1387, 8204]"
Qay biri to‘g‘ri?,Jayxun daryosi,Jayhun daryosi,Jayixun daryosi,Jayihun daryosi,https://t.me/oriftolib/1732,1,correct_word,"[390, 715]"
Qay biri to‘g‘ri?,Jentelmen,Jentlmen,Jentilmen,Jentlimen,https://t.me/xatoliklar/2190,2,correct_word,"[4379, 2328]"
Qay biri to‘g‘ri?,Jigar sirrozi,Jigar serrozi,Jigar sirozi,Jigar serozi,https://t.me/oriftolib/3003,1,correct_word,"[623, 1332]"
Qay biri to‘g‘ri?,Jimjima,Jim-jima,Jimji-ma,Jim jima,https://t.me/oriftolib/3450,1,correct_word,"[2102, 1104]"
Qay biri to‘g‘ri?,Jimjit,Jim-jit,Jimjid,Jim-jid,https://t.me/oriftolib/3449,1,correct_word,"[2288, 904]"
Qay biri to‘g‘ri?,Jizzah,Jizzax,Jizah,Jizax,https://t.me/xatoliklar/1274,2,correct_word,"[1437, 12301]"
Qay biri to‘g‘ri?,Jo‘rttaga,Jo‘rtaga,Jo‘rttaka,Jo‘rtaka,https://t.me/xatoliklar/1341,1,correct_word,"[5994, 7111]"
Qay biri to‘g‘ri?,Joʻmrak,Jumrak,Joʻmrag,Jumrag,https://t.me/oriftolib/1098,1,correct_word,"[464, 176]"
Qay biri to‘g‘ri?,Jome masjid,Jomeʼ masjid,Jome machit,Jomeʼ maschid,https://t.me/oriftolib/1977,1,correct_word,"[726, 1167]"
Qay biri to‘g‘ri?,Joniga oro kirmoq,Joniga ora kirmoq,Jonga oro kirmoq,Jonga ora kirmoq,https://t.me/oriftolib/854,2,correct_word,"[578, 178]"
Qay biri to‘g‘ri?,Jonvor,Jonivor,Jon-vor,Joni-vor,https://t.me/xatoliklar/645,2,correct_word,"[2490, 15666]"
Qay biri to‘g‘ri?,Jonzod,Jonzot,Janzod,Janzot,https://t.me/xatoliklar/1087,2,correct_word,"[6076, 11624]"
Qay biri to‘g‘ri?,Jum’a,Juma,Jum’ah,Jumah,https://t.me/xatoliklar/1872,2,correct_word,"[1081, 7207]"
Qay biri to‘g‘ri?,Junbush,Junbish,Jumbush,Jumbish,https://t.me/xatoliklar/1516,2,correct_word,"[10104, 1988]"
Qay biri to‘g‘ri?,Jurat,Jur’at,Jurad,Jur’ad,https://t.me/xatoliklar/1412,2,correct_word,"[745, 12144]"
Qay biri to‘g‘ri?,Kakos,Kokos,Kakoz,Kokoz,https://t.me/xatoliklar/1294,2,correct_word,"[7499, 6137]"
Qay biri to‘g‘ri?,Kaloriya,Kalloriya,Kaloria,Kalloria,https://t.me/xatoliklar/607,1,correct_word,"[10412, 5553]"
Qay biri to‘g‘ri?,Kamchilikdan holi,Kamchilikdan xoli,Kamchiligdan holi,Kamchiligdan xoli,https://t.me/xatoliklar/1014,2,correct_word,"[14189, 6604]"
Qay biri to‘g‘ri?,Kamomat,Kamomad,Kamomot,Kamomod,https://t.me/xatoliklar/1311,2,correct_word,"[4419, 8922]"
Qay biri to‘g‘ri?,Kampot,Kompot,Kampod,Kompod,https://t.me/xatoliklar/927,2,correct_word,"[7279, 12554]"
Qay biri to‘g‘ri?,Kamsuqim,Kamsuqum,Kam suqim,Kam suqum,https://t.me/xatoliklar/2338,2,correct_word,"[1194, 4171]"
Qay biri to‘g‘ri?,Kapkir,Kapgir,Kap-kir,Kap-gir,https://t.me/xatoliklar/2112,2,correct_word,"[3183, 4173]"
Qay biri to‘g‘ri?,Karam,Karom,Kram,Krom,https://t.me/xatoliklar/632,1,correct_word,"[13864, 2740]"
Qay biri to‘g‘ri?,Karovat,Karavot,Karovad,Karavod,https://t.me/oriftolib/1417,2,correct_word,"[460, 596]"
Qay biri to‘g‘ri?,Kasallikni oldini olish,Kasallikning oldini olish,Kasalligni oldini olish,Kasalligning oldini olish,https://t.me/xatoliklar/1503,2,correct_word,"[5286, 5367]"
Qay biri to‘g‘ri?,Kasrning mahraji,Kasrning maxraji,Kasirning mahraji,Kasirning maxraji,https://t.me/oriftolib/2046,2,correct_word,"[541, 996]"
Qay biri to‘g‘ri?,Kauchuk,Kauchik,Kouchuk,Kouchik,https://t.me/oriftolib/1862,1,correct_word,"[1569, 453]"
Qay biri to‘g‘ri?,"Kechgi ovqat, tongi xabar, Sharq tonggi","Kechki ovqat, tonggi xabar, Sharq tongi","Kechgi ovqat, tonggi xabar, Sharq tonggi","Kechki ovqat, tonggi xabar, Sharq tonggi",https://t.me/tahrir_uz/143,2,correct_word,"[142, 564]"
Qay biri to‘g‘ri?,Kelyapti,Kelyabdi,Kelyapdi,Kelyabti,https://t.me/xatoliklar/977,1,correct_word,"[13856, 6586]"
Qay biri to‘g‘ri?,Ketti,Ketdi,Kedti,Keddi,https://t.me/xatoliklar/1466,2,correct_word,"[1164, 11119]"
Qay biri to‘g‘ri?,Kimdur,Kimdir,Kmdur,Kmdir,https://t.me/xatoliklar/1285,2,correct_word,"[3281, 11298]"
