question,option_1,option_2,option_3,option_4,source,num_voters
Qay biri toʻgʻri?,Qutulmoq,Qutilmoq,Ikkovi ham toʻgʻri.,,https://t.me/oriftolib/958,"[285, 259, 102]"
Қай бири тўғри?,Лаққилламоқ | Laqqillamoq,Лақилламоқ | Laqillamoq,Иккови ҳам тўғри.,,https://t.me/oriftolib/963,"[204, 330, 84]"
Қай бири тўғри?,Аждарҳо,Аждаҳо,Иккови ҳам тўғри.,,https://t.me/oriftolib/968,"[290, 208, 381]"
Қай бири тўғри?,Сухбат,Суҳбат,,,https://t.me/oriftolib/972,"[155, 623]"
Қай бири тўғри?,Чопағон | Chopagʻon,Чопоғон | Chopogʻon,Иккови ҳам тўғри,,https://t.me/oriftolib/975,"[411, 187, 176]"
Қай бири тўғри?,Узилиш,Узулиш,,,https://t.me/oriftolib/977,"[575, 149]"
Қай бири тўғри?,"Шахд ўрнидан туриб, йўлга тушди.","Шахт ўрнидан туриб, йўлга тушди.","Шаҳд ўрнидан туриб, йўлга тушди.",,https://t.me/oriftolib/980,"[222, 189, 318]"
Қай бири тўғри?,Хайрия | Xayriya,Ҳайрия | Hayriya,,,https://t.me/oriftolib/982,"[399, 278]"
Қай бири тўғри?,Усти-бош,Уст-бош,Устбош,,https://t.me/oriftolib/984,"[79, 480, 128]"
Дарранда нима?,Қуш,Қумурсқа,Йиртқич ҳайвон,,https://t.me/oriftolib/988,"[161, 177, 205]"
Қай бири тўғри?,Ҳаво совуб кетди | Havo sovub ketdi,Ҳаво совиб кетди | Havo sovib ketdi,,,https://t.me/oriftolib/992,"[160, 452]"
Қай бири тўғри?,Ҳиқичоқ | Hiqichoq,Хиқичоқ | Xiqichoq,,,https://t.me/oriftolib/996,"[408, 168]"
Қайси бири тўғри?,"совутгич, музлатгич","совиткич, музлаткич",,,https://t.me/tahrir_uz/104,"[517, 242]"
Қайси бири тўғри?,"Саҳоват, хақорат, тайзиқ","Саховат, ҳақорат, тазйиқ",,,https://t.me/tahrir_uz/107,"[160, 552]"
Қайси бири тўғри?,Муввафақият,Муваффақият,Муофақият,Мувафаққият,https://t.me/tahrir_uz/114,"[59, 596, 65, 147]"
Қайси бири тўғри?,"Кулгу, қоронғу","Кулги, қоронғи",,,https://t.me/tahrir_uz/120,"[581, 402]"
Қайси бири тўғри?,"Тахмин, захира, истиҳола","Таҳмин, заҳира, истихола",,,https://t.me/tahrir_uz/124,"[487, 296]"
Қайси бири тўғри?,"Бўйсиниш, қутилиш, таъма","Бўйсуниш, қутулиш, тама",,,https://t.me/tahrir_uz/130,"[326, 300]"
Қайси бири тўғри?,"Хижома, ҳижолат, аҳир, ҳайрият, хидоят","Ҳижома, хижолат, ахир, хайрият, ҳидоят",,,https://t.me/tahrir_uz/132,"[151, 491]"
Қайси бири тўғри?,"Кечги овқат, тонги хабар, Шарқ тонгги","Кечки овқат, тонгги хабар, Шарқ тонги",,,https://t.me/tahrir_uz/143,"[142, 564]"
Қайси бири тўғри?,Дипломат,Дипломант,Иккаласиям,,https://t.me/tahrir_uz/151,"[486, 27, 209]"
Қайси бири тўғри?,Намоянда | namoyanda,Намоёнда | namoyonda,,,https://t.me/tahrir_uz/153,"[230, 476]"
Қайси бири тўғри?,"zo‘ravon, o‘zbilarmon","zo‘rovon, o‘zbilormon",,,https://t.me/tahrir_uz/157,"[617, 128]"
Қайси бири тўғри?,"Шаърий, маън қилмоқ, шаъма","Шаръий, ман қилмоқ, шама",,,https://t.me/tahrir_uz/163,"[331, 520]"
Қайси бири тўғри?,Захил | zaxil,Заҳил | zahil,,,https://t.me/tahrir_uz/166,"[423, 473]"
Қайси бири тўғри?,Залворли | zalvorli,Залварли | zalvarli,,,https://t.me/tahrir_uz/168,"[687, 235]"
Қайси бири тўғри?,Тушкун | tushkun,Тушкин | tushkin,,,https://t.me/tahrir_uz/171,"[687, 311]"
Қайси бири тўғри?,Эсдалик совғалари,Эсдалик совғалар,,,https://t.me/tahrir_uz/173,"[349, 669]"
Қайси бири тўғри?,Таъсурот,Тассурот,Таассурот,,https://t.me/tahrir_uz/176,"[396, 90, 546]"
Қайси бири тўғри?,Тузилма | tuzilma,Тузулма | tuzulma,,,https://t.me/tahrir_uz/178,"[743, 285]"
Қайси бири тўғри?,Танаввул | tanavvul,Тановул | tanovul,Тановвул | tanovvul,,https://t.me/tahrir_uz/182,"[278, 483, 368]"
Қайси бири тўғри?,"daxma, xok","dahma, hok",,,https://t.me/tahrir_uz/187,"[541, 629]"
Қайси бири тўғри?,"tumshuq, shumshuk","tumshiq, shumshik",,,https://t.me/tahrir_uz/190,"[870, 213]"
Қайси бири тўғри?,Болохона | boloxona,Болахона | bolaxona,,,https://t.me/tahrir_uz/192,"[451, 631]"
Қайси бири тўғри?,"shahta, sohta","shaxta, soxta",,,https://t.me/tahrir_uz/199,"[224, 1270]"
Қайси бири тўғри?,Пойафзал | poyafzal,Пойабзал | poyabzal,,,https://t.me/tahrir_uz/211,"[1806, 2449]"
Қайси бири тўғри?,Стипендиат,Стипендиант,,,https://t.me/tahrir_uz/218,"[1062, 2607]"
Қайси бири тўғри?,"on-layn, off-layn","onlayn, oflayn",,,https://t.me/tahrir_uz/219,"[660, 1833]"
Қайси бири тўғри?,Қуруткич | qurutkich,Қуриткич | quritkich,Қуритгич | quritgich,,https://t.me/tahrir_uz/225,"[200, 418, 1863]"
"“Унинг тўлин юзи бироз ... эди”.
Нуқталар ўрнига тўғри жавобни топинг.",салқиган,солқиган,,,https://t.me/tahrir_uz/228,"[1461, 552]"
Қайси бири тўғри?,"meros, bema’ni","me’ros, be’mani",,,https://t.me/tahrir_uz/232,"[1188, 929]"
Қайси бири тўғри?,Дориламон | dorilamon,Дориломон | dorilomon,,,https://t.me/tahrir_uz/236,"[573, 1124]"
Қайси бири тўғри?,Ошиён | oshiyon,Ошён | oshyon,,,https://t.me/tahrir_uz/238,"[837, 795]"
Қайси бири тўғри?,Фидойи | fidoyi,Фидоий | fidoiy,,,https://t.me/tahrir_uz/239,"[669, 930]"
Қайси бири тўғри?,Ёнғоқ ишлаб чиқарувчилар ва экспорт қилувчилар уюшмаси,Ёнғоқ етиштирувчилар ва экспорт қилувчилар уюшмаси,,,https://t.me/tahrir_uz/240,"[103, 1245]"
"Машина ...да қолиб кетди.
Нуқталар ўрнига мос сўзни топинг.",tiqin,tirbandlik,,,https://t.me/tahrir_uz/247,"[90, 1052]"
Қайси бири тўғри?,Спортнинг 7 та тури бўйича,7 та спорт тури бўйича,,,https://t.me/tahrir_uz/252,"[839, 248]"
Қайси бири тўғри?,Ёриткич | yoritkich,Ёритқич | yoritqich,Ёритгич | yoritgich,,https://t.me/tahrir_uz/257,"[240, 83, 602]"
Қайси бири тўғри?,Тахир,Таъхир,Иккаласи икки хил маънога эга,,https://t.me/tahrir_uz/265,"[446, 65, 204]"
Қайси бири тўғри?,Дезинфекция | dezinfeksiya,Дизенфекция | dizenfeksiya,Дизинфекция | dizinfeksiya,,https://t.me/tahrir_uz/281,"[362, 231, 121]"
Қайси бири тўғри?,Бурғу | burg‘u,Бурғи | burg‘i,Иккови ҳам тўғри,,https://t.me/tahrir_uz/283,"[321, 181, 179]"
Қайси бири тўғри?,Хушмуомала бўлмоқ | xushmuomala bo‘lmoq,Хушмуомалада бўлмоқ | xushmuomalada bo‘lmoq,,,https://t.me/tahrir_uz/286,"[407, 265]"
Қайси бири тўғри?,Қувайт | Quvayt,Кувайт | Kuvayt,,,https://t.me/tahrir_uz/289,"[616, 168]"
Афғонистон пойтахти...,Қобул | Qobul,Кобул | Kobul,,,https://t.me/tahrir_uz/290,"[423, 420]"
Қайси бири тўғри?,Қишлоқ хўжалик соҳаси | qishloq xo‘jalik sohasi,Қишлоқ хўжалиги соҳаси  | qishloq xo‘jaligi sohasi,,,https://t.me/tahrir_uz/291,"[159, 569]"
Қайси бири тўғри?,Табиий болангиз учун озуқа маҳсулоти,Болангиз учун табиий озуқа маҳсулоти,,,https://t.me/tahrir_uz/292,"[25, 676]"
Қайси бири тўғри?,Улгу | ulgu,Улги | ulgi,Иккаласи икки хил сўз,,https://t.me/tahrir_uz/293,"[112, 225, 281]"
Қайси бири тўғри?,Музробод | Muzrobod,Музработ | Muzrabot,,,https://t.me/tahrir_uz/310,"[240, 301]"
Қайси бири тўғри?,Тўгаракка қатнашмоқ | To‘garakka qatnashmoq,Тўгаракка қатнамоқ | To‘garakka qatnamoq,,,https://t.me/tahrir_uz/319,"[262, 252]"
Qaysi biri to‘g‘ri?,Ivan Vasilevich kasbini o‘zgartiradi,Ivan Vasilyevich kasbini o‘zgartiradi,Ivan Vasil'evich kasbini o‘zgartiradi,,https://t.me/tahrir_uz/353,"[553, 583, 148]"
Қай бири тўғри?,2050 йилга келиб сув танқислиги кучаяди,2050 йилга бориб сув танқислиги кучаяди,Иккови ҳам бир хил,,https://t.me/tahrir_uz/354,"[197, 753, 316]"
Қайси бири тўғри?,Соч қуритгич,Соч қурутгич,Соч қуриткич,Соч қуруткич,https://t.me/tahrir_uz/359,"[1383, 676, 577, 243]"
Қайси бири мантиқли?,Созанда Абдуҳошим Исмоиловнинг 70 ёшли юбилейи,Созанда Абдуҳошим Исмоиловнинг 70 йиллик юбилейи,Иккови ҳам тўғри,,https://t.me/tahrir_uz/362,"[403, 766, 318]"
Стилистик жиҳатдан қайси бири тўғри?,Яна бир россиялик фуқаро Ўзбекистонда аянчли тарзда вафот этди,Россиялик яна бир фуқаро Ўзбекистонда аянчли тарзда вафот этди,,,https://t.me/tahrir_uz/364,"[321, 792]"
Қайси бири мантиқий тўғри?,Россиялик яна бир фуқаро Ўзбекистонда аянчли тарзда вафот этди,Россиялик яна бир фуқаро Ўзбекистонда аянчли тарзда ҳалок бўлди,,,https://t.me/tahrir_uz/368,"[549, 818]"
Қайси бири мантиқан тўғри?,У ерда бир гуруҳ Имрон Хон тарафдорлари полицияга қарши чиққан,У ерда Имрон Хоннинг бир гуруҳ тарафдори полицияга қарши чиққан,,,https://t.me/tahrir_uz/370,"[385, 918]"
Қайси бири мантиқан тўғри?,Эстония Украинада уруш бошлангач Марказий Осиёга экспортни кескин оширди,"Украинада уруш бошлангач, Эстония Марказий Осиёга экспортни кескин оширди.",,,https://t.me/tahrir_uz/373,"[144, 862]"
Қайси бири мантиқан тўғри?,Истеъмолга яроқсиз гўшт маҳсулоти муомалага киритилишининг олди олинди,Ейишга яроқсиз гўшт маҳсулоти истеъмолга киритилишининг олди олинди,,,https://t.me/tahrir_uz/375,"[644, 449]"
Қайси бири мантиқан тўғри?,Turkiyaning birinchi qiruvchi samolyoti TF-X Turkiya-Britaniya muhandislari hamkorligida ishlab chiqarilgan,Turkiyaning birinchi qiruvchi TF-X samolyotini Turkiya-Britaniya muhandislari qo‘shma ravishda ishlab chiqargan,,,https://t.me/tahrir_uz/377,"[432, 503]"
"""Оғиз жуфтламоқ"" нима дегани?",Гапиришга тараддудланмоқ,Оғизни тўғрилаш,Тилни ростламоқ,,https://t.me/tahrir_uz/379,"[962, 76, 82]"
Қайси бири тўғри?,Ҳурматли тошкентликлар!,Ҳурматли Тошкентликлар!,,,https://t.me/tahrir_uz/382,"[581, 528]"
Қайси бири тўғри?,Иложи бор,Иложиси бор,,,https://t.me/tahrir_uz/388,"[597, 204]"
Қайси бири мантиқан тўғри?,Иккинчи Тошкент халқаро инвестиция форуми,Тошкент халқаро иккинчи инвестиция форуми,,,https://t.me/tahrir_uz/411,"[128, 367]"
Қайси бири тўғри?,Бир марталик ҳайвонлар учун таглик,Ҳайвонлар учун бир марталик таглик,,,https://t.me/tahrir_uz/416,"[29, 487]"
"Сизнингча, мантиқан қайси бири тўғри?",Педагоглар ва ота-оналарга далда сўзларини изҳор этди.,Педагоглар ва ота-оналарга далда берди.,,,https://t.me/tahrir_uz/425,"[68, 447]"
Qay biri to‘g‘ri? ✅,Xar,Har,Ikkovi ham to‘g‘ri,,https://t.me/tahrirchi_uz/103,"[105, 1146, 381]"
Qay biri to‘g‘ri? ✅,xol,hol,Ikkovi ham to‘g‘ri,,https://t.me/tahrirchi_uz/104,"[219, 481, 947]"
Qay biri to‘g‘ri? ✅,Zurriyot,Zurriyod,,,https://t.me/tahrirchi_uz/105,"[678, 722]"
Qay biri to‘g‘ri? ✅,Ustuvor,Ustivor,Ikkovi ham to‘g‘ri,,https://t.me/tahrirchi_uz/107,"[1064, 234, 171]"
Qay biri to‘g‘ri? ✅,Assalomu aleykum,Assalomu alaykum,Ikkovi ham to‘g‘ri,,https://t.me/tahrirchi_uz/108,"[215, 1118, 155]"
Qay biri to‘g‘ri? ✅,mutaxasiss,mutaxassis,mutahasis,mutahassis,https://t.me/tahrirchi_uz/110,"[166, 919, 247, 120]"
#Qanday_yoziladi?,Mutoala,Mutolaa,Mutola,,https://t.me/tahrirchi_uz/114,"[304, 889, 84]"
Qanday yoziladi?,Mutassil,Mutaassil,Muttasil,Mutasil,https://t.me/tahrirchi_uz/116,"[287, 276, 599, 33]"
Qanday yoziladi?,Fojea,Fojiya,Fojia,Barchasi toʻgʻri,https://t.me/tahrirchi_uz/118,"[415, 149, 516, 51]"
Qanday yoziladi?,Taʼluqli,Taaluqli,Taalluqli,Taluqli,https://t.me/tahrirchi_uz/120,"[296, 291, 556, 49]"
Qanday yoziladi?,Tahsinga sazovor,Taxsinga sazovor,Tahsinga sazovar,Taqsinga sazovar,https://t.me/tahrirchi_uz/122,"[596, 229, 196, 152]"
Qanday yoziladi?,Ongli ravishta,Ongli ravishda,Ikkalasi ham toʻgʻri,,https://t.me/tahrirchi_uz/123,"[76, 1058, 67]"
Qanday yoziladi?,Qurimayabdi,Qurimayapti,Qurimayapdi,,https://t.me/tahrirchi_uz/125,"[302, 713, 132]"
Qanday yoziladi?,Qurimabdi,Qurimapti,Qurimabti,,https://t.me/tahrirchi_uz/126,"[603, 474, 83]"
Qanday yoziladi?,Halovat,Xalovat,,,https://t.me/tahrirchi_uz/128,"[837, 215]"
Qanday yoziladi?,Hoxish,Hohish,Xohish,Xoxish,https://t.me/tahrirchi_uz/129,"[115, 154, 756, 74]"
Qanday yoziladi?,Hayrli,Xayirli,Hayirli,Xayrli,https://t.me/tahrirchi_uz/130,"[302, 109, 80, 612]"
Qanday yoziladi?,Hartugur,Xartugul,Hartugul,,https://t.me/tahrirchi_uz/131,"[190, 477, 1575, 133]"
Xoʻsh?,Navruz,Navroz,Navroʻz,,https://t.me/tahrirchi_uz/132,"[55, 18, 1040]"
Qanday yoziladi?,-dan qatʼiy nazar,-dan qatiy nazar,-dan qati nazar,-dan qatʼi nazar,https://t.me/tahrirchi_uz/134,"[808, 66, 49, 391]"
Qanday yoziladi?,Vadarod,Vodarod,Vadorod,Vodorod,https://t.me/tahrirchi_uz/135,"[76, 163, 142, 700]"
Qanday yoziladi?,Bogʻga,Boqqa,,,https://t.me/tahrirchi_uz/137,"[428, 282, 77, 251]"
Qanday yoziladi?,Uzur,Uzir,Uzr,,https://t.me/tahrirchi_uz/141,"[242, 35, 825]"
Qanday yoziladi?,Talofat,Tolofat,Talofot,Talafot,https://t.me/tahrirchi_uz/142,"[644, 43, 164, 199]"
Qanday yoziladi?,Battar,Badtar,Ikkalasi ham toʻgʻri,,https://t.me/tahrirchi_uz/146,"[776, 78, 122]"
Qanday yoziladi?,Yosharmoq,Yasharmoq,Ikkisi ham toʻgʻri,,https://t.me/tahrirchi_uz/148,"[332, 216, 316]"
Qanday yoziladi?,Qurol-yaroq,Qurol-yarogʻ,Ikkalasi ham toʻgʻri,,https://t.me/tahrirchi_uz/149,"[145, 374, 325]"
Qanday yoziladi?,Uzuq-yuluq,Uziq-yuliq,Uziq-yuluq,Uzuq-yuliq,https://t.me/tahrirchi_uz/151,"[458, 124, 112, 151]"
Qanday yoziladi?,Uzul-kesil,Uzil-kesil,Uzil kesil,Uzul kesil,https://t.me/tahrirchi_uz/152,"[269, 564, 58, 48]"
Qanday yoziladi?,Saylov kampaniyasi,Samsung kompaniyasi,Ikkalasi ham toʻgʻri,Ikkalasi ham xato,https://t.me/tahrirchi_uz/167,"[82, 369, 330, 98]"
Qanday yoziladi?,Xudkush,Hudkush,Xudkoʻsh,Oʻzi nima degani?,https://t.me/tahrirchi_uz/176,"[306, 250, 84, 214]"
Qanday yoziladi?,Aynalay,Aylanay,Ikkalasi ham toʻgʻri,,https://t.me/tahrirchi_uz/181,"[59, 721, 194]"
Qanday yoziladi?,Konistitutsiya,Konstutsiya,Konstitutsiya,Kanstitutsiya,https://t.me/tahrirchi_uz/262,"[280, 81, 2347, 131]"
Qanday yoziladi?,Qor tohtadimi?,Qor toʻhtadimi?,Qor toʻxtadimi?,Qor tuxtadimi?,https://t.me/tahrirchi_uz/266,"[64, 149, 2357, 48]"
Qay biri to‘g‘ri? ✅,xayrihoh,hayrixoh,xayrixoh,hayrihox,https://t.me/tahrirchi_uz/70,"[291, 474, 755, 174]"
Qay biri to‘g‘ri? ✅,taqazo,toqazo,taqozo,,https://t.me/tahrirchi_uz/76,"[918, 214, 1593]"
Qay biri to‘g‘ri? ✅,muvafaqqiyat,muvaffaqiyat,muvafaqiyat,,https://t.me/tahrirchi_uz/78,"[432, 2024, 137]"
Qay biri to‘g‘ri? ✅,shahobcha,shoxobcha,shohobcha,shaxobcha,https://t.me/tahrirchi_uz/79,"[851, 497, 210, 1164]"
"Kutib charchadim, sabrsizlik bilan kutdim — …",ko‘zim to‘r bo‘ldi,ko‘zim tor bo‘ldi,ko‘zim to‘rt bo‘ldi,,https://t.me/tahrirchi_uz/80,"[128, 91, 2313]"
Qay biri to‘g‘ri? ✅,"sun’iy, ma’sul","su’niy, ma’sul","sun’iy, mas’ul","su’niy, mas’ul",https://t.me/tahrirchi_uz/82,"[590, 350, 1680, 168]"
Qay biri to‘g‘ri? ✅,qilyapman,qilayapman,,,https://t.me/tahrirchi_uz/89,"[927, 520]"
Qay biri to‘g‘ri? ✅,avalo,avvalo,avallo,,https://t.me/tahrirchi_uz/90,"[46, 1395, 70]"
Kecha […] shu vaqtda u dars qilayotgan edi.,naqd,naq,nax,naxt,https://t.me/tahrirchi_uz/93,"[680, 552, 35, 170]"
"Bu oyna […] ketsa, uni tuzatsa bo‘larkan.",dars,darz,,,https://t.me/tahrirchi_uz/94,"[343, 1059]"
Qay biri to‘g‘ri? ✅,inshoatlar,inshootlar,,,https://t.me/tahrirchi_uz/96,"[546, 954]"
Qay biri to‘g‘ri? ✅,rakat,rakaat,rak’at,,https://t.me/tahrirchi_uz/97,"[879, 217, 318]"
Қай бири тўғри?,Боҳона | Bohona,Бохона | Boxona,Баҳона | Bahona,Бахона | Baxona,https://t.me/xatoliklar/1002,"[1090, 693, 15445, 3335]"
Муҳораба — бу...,"Уруш, жанг","Тинчлик, хотиржамлик",,,https://t.me/xatoliklar/1007,"[9614, 9858]"
Қай бири тўғри?,Неччи ёшсиз?,Неча ёшсиз?,Иккови ҳам тўғри,,https://t.me/xatoliklar/1010,"[2765, 11282, 9289]"
Қай бири тўғри?,Дойим | Doyim,Доим | Doim,,,https://t.me/xatoliklar/1012,"[1532, 20591]"
Қай бири тўғри?,Камчиликдан ҳоли | Kamchilikdan holi,Камчиликдан холи | Kamchilikdan xoli,,,https://t.me/xatoliklar/1014,"[14189, 6604]"
Қай бири тўғри?,Қаҳва | Qahva,Қахва | Qaxva,,,https://t.me/xatoliklar/1017,"[15443, 5855]"
Қай бири тўғри?,Гапнинг пўскалласи,Гапнинг пўсткалласи,,,https://t.me/xatoliklar/1019,"[4227, 16638]"
Қай бири тўғри?,Ситқидилдан | Sitqidildan,Сидқидилдан | Sidqidildan,,,https://t.me/xatoliklar/1021,"[8739, 11765]"
#Исмлар_имлоси. Қай бири тўғри?,Хуснида | Xusnida,Ҳуснида | Husnida,,,https://t.me/xatoliklar/1023,"[5542, 14560]"
Қай бири тўғри?,Танбур | Tanbur,Тамбур | Tambur,Бу иккиси икки хил маънодаги сўз,,https://t.me/xatoliklar/1026,"[6751, 4103, 8273]"
Қай бири тўғри?,Андаза | Andaza,Андоза | Andoza,Иккови ҳам тўғри,,https://t.me/xatoliklar/1028,"[1839, 12963, 6321]"
Қай бири тўғри?,Юввош | Yuvvosh,Ювош | Yuvosh,,,https://t.me/xatoliklar/1032,"[6908, 13717]"
Қай бири тўғри?,Юкдан холос бўлиш,Юкдан халос бўлиш,,,https://t.me/xatoliklar/1035,"[2045, 15848]"
Қай бири тўғри?,Мутлоқо | Mutloqo,Мутлақо | Mutlaqo,,,https://t.me/xatoliklar/1038,"[2445, 17205]"
Кўпчилик адашадиган сўзлардан. Қай бири тўғри?,Рўйхат | Ro‘yxat,Рўйҳат | Ro‘yhat,,,https://t.me/xatoliklar/1042,"[14209, 6217]"
Қай бири тўғри?,Таъкидламоқ | Taʼkidlamoq,Такидламоқ | Takidlamoq,,,https://t.me/xatoliklar/1047,"[13196, 4840]"
Қай бири тўғри?,Халол | Xalol,Ҳалол |Halol,,,https://t.me/xatoliklar/1049,"[2931, 17449]"
Қай бири тўғри?,Нийят | Niyyat,Ният | Niyat,,,https://t.me/xatoliklar/1051,"[1904, 16643]"
Қай бири тўғри?,Харом | Xarom,Ҳаром | Harom,,,https://t.me/xatoliklar/1052,"[6863, 11015]"
Саромад — бу...,"Бирор соҳанинг пешвоси, пешқадами",Бирор нарсадан олинадиган фойда,"Гўзал, хушрўй",,https://t.me/xatoliklar/1055,"[6047, 5175, 5144]"
Қай бири тўғри?,Татил | Tatil,Таътил | Ta’til,,,https://t.me/xatoliklar/1060,"[922, 16885]"
Қай бири тўғри?,Мушкамбар | Mushkambar,Мушк-анбар | Mushk-anbar,,,https://t.me/xatoliklar/1063,"[5423, 13092]"
Қай бири тўғри?,Расмий диллер,Расмий дилер,,,https://t.me/xatoliklar/1065,"[10474, 7606]"
Қай бири тўғри?,Шарм-ҳаё,Шарим-ҳаё,,,https://t.me/xatoliklar/1068,"[16216, 1906]"
Қай бири тўғри?,Тинниқ | Tinniq,Тиниқ | Tiniq,,,https://t.me/xatoliklar/1070,"[1142, 16697]"
Қай бири тўғри?,Иш ҳаққи,Иш ҳақи,,,https://t.me/xatoliklar/1073,"[5332, 12469]"
Қай бири тўғри?,Осон | Oson,Онсон | Onson,Иккови ҳам тўғри,,https://t.me/xatoliklar/1076,"[12380, 1054, 3549]"
Қай бири тўғри?,Истеҳола | Istehola,Истиҳола | Istihola,,,https://t.me/xatoliklar/1079,"[5211, 12703]"
Қай бири тўғри?,Қуйидаги,Қуйдаги,,,https://t.me/xatoliklar/1082,"[14675, 3004]"
Қай бири тўғри?,Намоз,Номоз,,,https://t.me/xatoliklar/1084,"[15628, 2565]"
Қай бири тўғри?,Жонзод,Жонзот,,,https://t.me/xatoliklar/1087,"[6076, 11624]"
Қай бири тўғри?,Югурмоқ | Yugurmoq,Югирмоқ | Yugirmoq,,,https://t.me/xatoliklar/1090,"[15997, 1907]"
Қай бири тўғри?,Воқиа | Voqia,Воқия | Voqiya,Воқеа | Voqea,Воқея | Voqeya,https://t.me/xatoliklar/1094,"[648, 1023, 15469, 528]"
Қай бири тўғри?,Тухмат | Tuxmat,Туҳмат | Tuhmat,,,https://t.me/xatoliklar/1097,"[5728, 10660]"
Қай бири тўғри?,Видео лавҳа | Video lavha,Видеолавҳа | Videolavha,,,https://t.me/xatoliklar/1102,"[9214, 6975]"
Қай бири тўғри?,Батафсил | Batafsil,Батавсил | Batavsil,,,https://t.me/xatoliklar/1105,"[16275, 1185]"
Қай бири тўғри?,Бўхтон | Bo‘xton,Бўҳтон | Bo‘hton,,,https://t.me/xatoliklar/1108,"[7992, 8906]"
Қай бири тўғри?,Қурулма | Qurulma,Қурилма | Qurilma,,,https://t.me/xatoliklar/1112,"[3329, 14018]"
Қай бири тўғри?,Ускуна | Uskuna,Ускина | Uskina,,,https://t.me/xatoliklar/1114,"[16835, 1138]"
Қай бири тўғри?,Сеҳирли | Sehirli,Сеҳрли | Sehrli,,,https://t.me/xatoliklar/1115,"[2283, 15519]"
Қай бири тўғри?,Ҳал қилмоқ | Hal qilmoq,Хал қилмоқ | Xal qilmoq,,,https://t.me/xatoliklar/1117,"[13366, 3335]"
Қай бири тўғри?,Тожикистон | Tojikiston,Тожигистон | Tojigiston,,,https://t.me/xatoliklar/1120,"[16492, 839]"
Қай бири тўғри?,Яхтак | Yaxtak,Яктак | Yaktak,,,https://t.me/xatoliklar/1121,"[6195, 10769]"
Қай бири тўғри?,Қурон | Quron,Қуръон | Qur’on,,,https://t.me/xatoliklar/1124,"[1303, 16321]"
Қай бири тўғри?,Гунбаз | Gunbaz,Гумбаз | Gumbaz,,,https://t.me/xatoliklar/1128,"[861, 16537]"
Қай бири тўғри?,Афв | Afv,Авф | Avf,,,https://t.me/xatoliklar/113,"[1969, 2889]"
Қай бири тўғри?,Дунёқараш | Dunyoqarash,Дунё қараш | Dunyo qarash,,,https://t.me/xatoliklar/1133,"[12586, 3979]"
Қай бири тўғри?,Хафа бўлмоқ | Xafa bo‘lmoq,Ҳафа бўлмоқ | Hafa bo‘lmoq,,,https://t.me/xatoliklar/1137,"[10549, 5632]"
Қай бири тўғри?,Соғлиқни сақлаш вазирлиги,Соғлиқни Сақлаш Вазирлиги,,,https://t.me/xatoliklar/1140,"[8319, 7865]"
Қай бири тўғри?,Қатъий назар | Qat’iy nazar,Қатъи назар | Qat’i nazar,,,https://t.me/xatoliklar/1143,"[19528, 7479]"
Қай бири тўғри?,Қахшатқич | Qaxshatqich,Қақшатқич | Qaqshatqich,,,https://t.me/xatoliklar/1146,"[3454, 12913]"
Кунчи — бу...,Навбатчи,"Ҳасадгўй, рашкчи","Соқчи, қўриқчи",,https://t.me/xatoliklar/1148,"[5277, 4926, 5231]"
Қай бири тўғри?,Бепаён | Bepayon,Бепоён | Bepoyon,,,https://t.me/xatoliklar/1152,"[4743, 11167]"
Қай бири тўғри?,Тамагир | Tamagir,Таъмагир | Ta‘magir,,,https://t.me/xatoliklar/1154,"[4832, 11393]"
Қай бири тўғри?,Қитмир | Qitmir,Қитимир | Qitimir,,,https://t.me/xatoliklar/1155,"[13992, 1009]"
Қай бири тўғри?,Ҳайрия | Hayriya,Хайрия | Xayriya,,,https://t.me/xatoliklar/1157,"[6870, 7962]"
Қай бири тўғри?,Ростан ҳам,Ростдан ҳам,,,https://t.me/xatoliklar/1162,"[2500, 14168]"
Ташаккул этмоқ — бу...,"Ташкил топмоқ, шаклланмоқ",Миннатдорчилик айтмоқ,"Шак келтирмоқ, шубҳаланмоқ",,https://t.me/xatoliklar/1164,"[4128, 5278, 4069]"
Қай бири тўғри?,Ўтгинчи | O‘tginchi,Ўткинчи | O‘tkinchi,,,https://t.me/xatoliklar/1166,"[1455, 14168]"
Қай бири тўғри?,Байналмилал | Baynalmilal,Байналминал | Baynalminal,,,https://t.me/xatoliklar/1171,"[3817, 12033]"
Қай бири тўғри? (Қайта жойланди),Кавламоқ | Kavlamoq,Ковламоқ | Kovlamoq,,,https://t.me/xatoliklar/1177,"[6200, 9326]"
Қай бири тўғри?,Нажод | Najod,Нажот | Najot,,,https://t.me/xatoliklar/1183,"[4089, 12608]"
Қай бири тўғри?,Моғорламоқ | Mog‘orlamoq,Мўғорламоқ | Mo‘g‘orlamoq,,,https://t.me/xatoliklar/1184,"[13609, 1929]"
Қай бири тўғри?,Кетмон | Ketmon,Катмон | Katmon,Иккиси икки хил маънодаги сўз,,https://t.me/xatoliklar/1189,"[8535, 528, 6246]"
Қай бири тўғри?,Ҳушёр | Hushyor,Хушёр | Xushyor,,,https://t.me/xatoliklar/1192,"[8298, 7222]"
Қай бири тўғри?,Салафан | Salafan,Целлофан | Sellofan,,,https://t.me/xatoliklar/1196,"[3908, 11962]"
